Price,Close,High,Low,Open,Volume
Ticker,KAJARIACER.NS,KAJARIACER.NS,KAJARIACER.NS,KAJARIACER.NS,KAJARIACER.NS
Date,,,,,
2019-01-01,468.316650390625,470.4012277252034,464.85817205871246,469.9748277061204,161822
2019-01-02,468.5061340332031,471.7750945831206,461.9681551007371,467.13220421897404,284202
2019-01-03,473.90704345703125,478.4078101947927,463.86322137476355,468.7430231813892,1256567
2019-01-04,479.5448303222656,482.0084135483291,472.39096309049825,474.7124226319707,590851
2019-01-07,487.4567565917969,490.77311115995406,480.4924062154035,480.4924062154035,672470
2019-01-08,488.0726318359375,493.236681394274,482.38748131173134,488.64118447957145,360283
2019-01-09,489.82562255859375,492.66821242797414,482.4822653960277,490.6309998885293,390763
2019-01-10,496.8846130371094,497.97423752592044,486.31963342535937,488.9253401801957,496095
2019-01-11,498.2585754394531,503.2805301821885,490.34672389706674,494.6579733812288,526368
2019-01-14,498.6849365234375,506.92845758717567,494.23153476876223,498.40068914178397,1077909
2019-01-15,503.8490295410156,507.3549017738367,499.34826246942214,500.29579237923133,571625
2019-01-16,507.07061767578125,509.4394422788959,501.6696860141534,505.03340538404984,311567
2019-01-17,506.9286193847656,512.140035098067,503.75441658336007,505.9810892550745,479278
2019-01-18,506.9286193847656,512.140035098067,496.17417554583085,506.9286193847656,1490165
2019-01-21,509.5340881347656,511.3817825871344,501.90648573665067,506.88101658315463,567745
2019-01-22,518.2041015625,525.5474579490939,509.0130503895269,509.3920276324811,1604260
2019-01-23,519.7675170898438,523.6997893231148,515.7405149992602,520.7624119221666,800179
2019-01-24,508.9656677246094,521.994202795137,503.13833617819375,517.3512835278602,740561
2019-01-25,509.9132385253906,516.3090653467198,506.17048385601163,506.9284962090495,255027
2019-01-28,505.080810546875,510.33959001820415,487.456777228735,509.91324782178447,585400
2019-01-29,506.7863464355469,514.4140084350896,487.97790095882885,498.4007299113475,474725
2019-01-30,506.6441955566406,514.224433955595,500.91165183395725,505.03338333033696,466824
2019-01-31,509.81854248046875,512.5190378789392,503.1384670550244,506.92858733415835,361874
2019-02-01,520.9046630859375,522.089075689589,509.8659144868467,511.4767271943421,1181551
2019-02-04,515.1719970703125,526.8266027958524,509.81843022179777,520.9992710167659,645137
2019-02-05,520.6676635742188,521.8994408387138,509.865799922974,519.6254038502537,421504
2019-02-06,520.2886962890625,525.3106515206412,512.6137264748978,525.3106515206412,440726
2019-02-07,519.5305786132812,522.0889206439426,516.6406242851356,521.1413908424109,143045
2019-02-08,506.0282897949219,520.1465072736077,504.9386651993675,519.1516125271864,290566
2019-02-11,478.881591796875,507.6864941387327,474.7124661409761,500.34313762657195,901127
