Price,Adj Close,Close,High,Low,Open,Volume
Ticker,DUMMYITC.NS,DUMMYITC.NS,DUMMYITC.NS,DUMMYITC.NS,DUMMYITC.NS,DUMMYITC.NS
Date,,,,,,
