Price,Close,High,Low,Open,Volume
Ticker,HFCL.NS,HFCL.NS,HFCL.NS,HFCL.NS,HFCL.NS
Date,,,,,
2019-01-01,21.012537002563477,21.357813820871893,20.76591097257279,21.012537002563477,1583059
2019-01-02,20.913888931274414,21.209839426442294,20.71658734675759,20.86456259434153,1307545
2019-01-03,20.765913009643555,21.061865403628747,20.617937753454694,20.765913009643555,1440045
2019-01-04,20.81523895263672,20.963214206004675,20.66726369926876,20.76591261377578,1075320
2019-01-07,21.012537002563477,21.30848936751667,20.91388809585303,20.91388809585303,2291919
2019-01-08,23.577449798583984,23.77475138951068,21.111189320037386,21.160515658572773,18004659
2019-01-09,22.68959617614746,24.021377197590642,22.442970130754556,23.922726403111998,7570912
2019-01-10,22.837570190429688,23.281497800741636,22.44296891548979,22.44296891548979,3792881
2019-01-11,24.366655349731445,24.61328140840643,23.38015111503151,23.4788000332155,13302049
2019-01-14,24.218679428100586,24.613282647125867,23.77475362910854,24.021379700195542,6250759
2019-01-15,24.317325592041016,24.810577640080822,24.16935035395052,24.317325592041016,3431628
2019-01-16,23.62677574157715,24.514629122668644,23.38014969785132,24.36665387275463,3381387
2019-01-17,23.281496047973633,24.16934932014741,23.182845266263847,23.67609729320563,2370154
2019-01-18,22.5416202545166,23.47879807015987,22.44296946297327,23.330822823648546,2104263
2019-01-21,22.048368453979492,22.837571032975312,21.949717661203174,22.492294199061877,2034236
2019-01-22,21.50579261779785,22.245670830083665,21.209842085526567,22.048371102438672,1942282
2019-01-23,22.147018432617188,22.68959495053043,21.555115579325367,21.65376636847522,2876326
2019-01-24,21.999042510986328,22.39364568916246,21.752416465429945,22.24566855654271,1938246
2019-01-25,21.604440689086914,22.294994352496335,21.456465441672712,22.048368312936876,2104293
2019-01-28,21.111190795898438,21.949719793546443,20.815240270426226,21.703093728450416,2321109
2019-01-29,20.963212966918945,21.604440281350296,20.815237722297454,20.963212966918945,2319942
2019-01-30,22.393646240234375,22.59094595257027,21.012538845845864,21.061865185135424,3463508
2019-01-31,22.492294311523438,23.133523526971977,22.344319062422766,22.738920353893683,2711798
2019-02-01,22.245670318603516,22.837573251144445,21.357816860595896,22.59094718605302,1386340
2019-02-04,21.999042510986328,22.492294602099093,21.801742803505665,22.196344100074395,1362469
2019-02-05,21.50579261779785,22.245670830083665,20.96321601476463,22.09769556394802,2046428
2019-02-06,21.357816696166992,21.653769100962766,21.111190632974285,21.6044427593597,1931995
2019-02-07,21.752418518066406,22.196346194601468,21.456467988114753,21.60444325309058,2369868
2019-02-08,21.900394439697266,22.393646549766057,21.55511758632762,21.70309284302676,2215597
2019-02-11,21.308488845825195,22.09769136983059,20.963212035970123,22.09769136983059,1936890
2019-02-12,21.308488845825195,21.4564640838753,21.012536488117746,21.308488845825195,1283869
2019-02-14,21.259164810180664,21.357815606747273,21.01253875956786,21.11118955613447,1677102
2019-02-15,21.259164810180664,21.505790860793468,20.96321430208828,21.209840352701082,1845960
