Price,Close,High,Low,Open,Volume
Ticker,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS,360ONE.NS
Date,,,,,
2019-09-19,262.5044860839844,262.5044860839844,250.0042724609375,250.0042724609375,7109860
2019-09-20,275.6246337890625,275.6246337890625,274.5915579502729,274.5915579502729,2760648
2019-09-23,289.4057922363281,289.4057922363281,289.4057922363281,289.4057922363281,34096
2019-09-24,303.86883544921875,303.86883544921875,303.86883544921875,303.86883544921875,2496652
2019-09-25,290.2839660644531,319.05512779926005,288.68269853522685,319.05512779926005,530580
2019-09-26,276.06884765625,303.7242814351262,275.77958139152025,279.9635383296572,78256
2019-09-27,268.6100158691406,284.095810121305,262.618176964764,275.6245896013243,7044544
2019-09-30,255.1800994873047,282.02973323281475,255.1800994873047,258.58925010880023,69396
2019-10-01,263.2896728515625,267.9385133225395,242.42154451517683,248.558003848237,181556
2019-10-03,266.4818115234375,268.58927534645113,250.4174883244088,263.28961848119684,54700
2019-10-04,264.41571044921875,267.1430200542247,253.3101473027874,258.6924814837802,41088
2019-10-07,264.3433837890625,268.568652811994,256.41969915472976,266.4921860343659,33696
2019-10-09,255.34535217285156,266.3269534756876,252.0705067807129,264.26080178076376,63688
2019-10-10,246.1613311767578,258.25863486624957,244.01252825450214,248.1964856610675,17264
2019-10-11,238.83676147460938,247.92782765288916,237.60741147776736,247.10136709122736,82748
2019-10-14,228.03079223632812,237.61773926923468,224.17741503496092,237.61773926923468,78136
2019-10-15,232.1424560546875,266.06865274601967,224.49769569623072,224.5080113205267,1193280
2019-10-16,237.3594970703125,243.54761079357388,227.9275103227297,227.9275103227297,17496
2019-10-17,244.08477783203125,247.9381550358616,230.58248418335128,244.63231296871678,25044
2019-10-18,248.50633239746094,256.20274551889554,243.80583847765863,256.20274551889554,19864
2019-10-22,245.32449340820312,256.20278610445337,233.48546044132192,256.20278610445337,28188
2019-10-23,249.591064453125,252.25640454002664,245.48975937376846,245.87199230067776,26960
2019-10-24,249.42578125,257.22550260771476,247.92782151904814,257.22550260771476,4612
2019-10-25,261.5231018066406,265.500443074488,250.0146491098623,257.02922271180006,71760
2019-10-27,268.6203308105469,275.4179737670415,264.67398679338345,268.3827183620069,19848
2019-10-29,268.7029724121094,273.55842789206673,262.4012110445051,269.6327404827395,88912
2019-10-30,270.7174987792969,276.86429945755225,267.5769586054236,276.86429945755225,89444
2019-10-31,276.38055419921875,277.74430137744645,273.16381065008227,273.1742310224978,165132
2019-11-01,277.1509704589844,278.7853680188534,275.05850850143673,275.8705098020767,96216
2019-11-04,273.7988586425781,281.7001954210987,262.51417924556256,277.32790857420804,53556
2019-11-05,267.1051025390625,276.28690024479715,265.4602847114668,276.28690024479715,23288
2019-11-06,268.5521545410156,277.74437410441783,265.4603275735628,277.74437410441783,28080
2019-11-07,260.86944580078125,270.6654637113234,260.03662898936176,270.4364441712935,34124
2019-11-08,260.1510925292969,268.5833608345682,253.06173086197987,265.31456575652106,24232
2019-11-11,262.1915588378906,266.5013756052867,255.59147045833492,258.98520907952917,23028
2019-11-13,257.1634216308594,259.8388405064897,252.1352851389095,259.8388405064897,54100
2019-11-14,254.80029296875,262.3789050059881,251.115063627571,262.36851004601914,14016
2019-11-15,255.95579528808594,262.55588282908695,252.96807048521794,254.6961752893199,50200
2019-11-18,253.23876953125,256.92397357267663,251.72928913546238,251.72928913546238,15372
